path,purpose,current_or_legacy,source_or_generated,evidence_class,safe_to_release,action_needed,tracked,ignored,size_bytes
certgen_prompt_pack_v1/README_PROMPT_PACK_V1.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2346
certgen_prompt_pack_v2/00_V2_GLOBAL_RULES_AND_BOUNDARIES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2623
certgen_prompt_pack_v2/01_V2_STATISTICAL_CORE_DESIGN.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3897
certgen_prompt_pack_v2/02_IMPLEMENT_LINEAR_TIME_MMD_STREAMS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,4082
certgen_prompt_pack_v2/03_EMPIRICAL_BERNSTEIN_AND_E_PROCESS_CS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,4376
certgen_prompt_pack_v2/04_OPTIONAL_STOPPING_VALIDITY_LAB.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3545
certgen_prompt_pack_v2/05_CLEAN_METRIC_CERTIFICATE_API.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3714
certgen_prompt_pack_v2/06_CMMD_KID_MMD_INTEGRATION_TESTS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2983
certgen_prompt_pack_v2/07_FEATURE_CACHE_AND_PREPROCESSING_CONTRACTS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3583
certgen_prompt_pack_v2/08_DRY_RUN_FIRST_PILOT_PATH.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3584
certgen_prompt_pack_v2/09_REGISTRY_UPGRADES_AND_RELEASED_SAMPLE_AVAILABILITY.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3390
certgen_prompt_pack_v2/10_FID_POLICY_REINFORCEMENT_AND_BLOCK_EXPERIMENT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3346
certgen_prompt_pack_v2/11_REPORTING_CERTIFICATE_CARDS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3147
certgen_prompt_pack_v2/12_V2_FINAL_AUDIT_AND_HANDOFF.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3123
certgen_prompt_pack_v2/13_ONE_SHOT_MEGAPROMPT_V2.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,4027
certgen_prompt_pack_v2/14_PROMPT_PACK_V2_CHANGELOG.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1218
certgen_prompt_pack_v2/CERTGEN_PROJECT_MASTER_CONTEXT_V2_ADDENDUM.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3462
certgen_prompt_pack_v2/README_PROMPT_PACK_V2.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2044
certgen_prompt_pack_v3/00_V3_GLOBAL_RULES_AND_BOUNDARIES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3164
certgen_prompt_pack_v3/01_V3_PROJECT_STATE_INTAKE_AUDIT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2298
certgen_prompt_pack_v3/02_V3_RELEASED_SAMPLE_PROVENANCE_LEDGER.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2886
certgen_prompt_pack_v3/03_V3_REAL_FEATURE_CACHE_CONTRACTS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2773
certgen_prompt_pack_v3/04_V3_DRY_RUN_FEATURE_EXTRACTION_ADAPTERS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2550
certgen_prompt_pack_v3/05_V3_PREPROCESSING_AND_METRIC_REPRODUCTION_AUDIT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2284
certgen_prompt_pack_v3/06_V3_FIRST_BENCHMARK_PILOT_ORCHESTRATOR.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2765
certgen_prompt_pack_v3/07_V3_CERTIFICATE_REPLAY_AND_DETERMINISM.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1869
certgen_prompt_pack_v3/08_V3_PILOT_REPORT_CARDS_AND_NO_CLAIM_GATES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2067
certgen_prompt_pack_v3/09_V3_REGISTRY_SCHEMA_AND_AVAILABILITY_TABLES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2220
certgen_prompt_pack_v3/10_V3_OPTIONAL_STOPPING_LAB_UPGRADE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1882
certgen_prompt_pack_v3/11_V3_DOCS_COMMANDS_AND_REPRODUCIBILITY_POLISH.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1649
certgen_prompt_pack_v3/12_V3_FINAL_AUDIT_AND_HANDOFF.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2783
certgen_prompt_pack_v3/13_ONE_SHOT_MEGAPROMPT_V3.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3136
certgen_prompt_pack_v3/14_PROMPT_PACK_V3_CHANGELOG.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1626
certgen_prompt_pack_v3/CERTGEN_PROJECT_MASTER_CONTEXT_V3_ADDENDUM.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2279
certgen_prompt_pack_v3/README_PROMPT_PACK_V3.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3949
certgen_prompt_pack_v4/00_V4_GLOBAL_RULES_AND_CVPR_BOUNDARIES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3691
certgen_prompt_pack_v4/01_V4_STATE_INTAKE_AND_DESTRUCTIVE_AUDIT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2884
certgen_prompt_pack_v4/02_V4_PROVENANCE_TO_REAL_RUN_PIPELINE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2807
certgen_prompt_pack_v4/03_V4_FEATURE_EXTRACTION_NOTEBOOK_GENERATORS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2605
certgen_prompt_pack_v4/04_V4_PREPROCESSING_LOCKS_AND_METRIC_REPRODUCTION.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2466
certgen_prompt_pack_v4/05_V4_ADVANCED_CERTIFICATION_AND_MULTIPLE_COMPARISONS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2410
certgen_prompt_pack_v4/06_V4_RANKING_STABILITY_AND_DECIDEDNESS_AUDIT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2300
certgen_prompt_pack_v4/07_V4_FIRST_REAL_PILOT_CONTROLLER_AND_GO_NOGO.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2458
certgen_prompt_pack_v4/08_V4_LITERATURE_AUDIT_INGESTION_AND_CLAIM_TRACE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2161
certgen_prompt_pack_v4/09_V4_PAPER_FIGURES_TABLES_AND_RESULT_CARDS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2043
certgen_prompt_pack_v4/10_V4_CVPR_PAPER_SCAFFOLD_AND_RELATED_WORK_BOARD.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2271
certgen_prompt_pack_v4/11_V4_REVIEWER_ATTACK_HARNESS_AND_RESPONSE_BANK.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2009
certgen_prompt_pack_v4/12_V4_REPRODUCIBILITY_CAPSULE_AND_RELEASE_SAFETY.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1841
certgen_prompt_pack_v4/13_V4_FINAL_AUDIT_AND_HANDOFF.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2271
certgen_prompt_pack_v4/14_ONE_SHOT_MEGAPROMPT_V4.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3014
certgen_prompt_pack_v4/15_PROMPT_PACK_V4_CHANGELOG.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2090
certgen_prompt_pack_v4/CERTGEN_PROJECT_MASTER_CONTEXT_V4_ADDENDUM.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3454
certgen_prompt_pack_v4/README_PROMPT_PACK_V4.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,3557
certgen_prompt_pack_v5/00_V5_GLOBAL_RULES_AND_STOP_CONDITION.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2547
certgen_prompt_pack_v5/01_V5_STATE_INTAKE_AND_GAP_AUDIT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2161
certgen_prompt_pack_v5/02_V5_CVPR_PAPER_IDENTITY_AND_CLAIM_CONTRACT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2844
certgen_prompt_pack_v5/03_V5_REAL_CITATION_RELATED_WORK_BOARD.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2589
certgen_prompt_pack_v5/04_V5_PREREGISTRATION_AND_ANALYSIS_PLAN_LOCK.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2897
certgen_prompt_pack_v5/05_V5_RESULT_CONTRACTS_TABLES_AND_FIGURE_MANIFESTS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2634
certgen_prompt_pack_v5/06_V5_PAPER_SCAFFOLD_MAIN_TEX.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2935
certgen_prompt_pack_v5/07_V5_SUPPLEMENT_PROOF_AND_STATISTICAL_APPENDIX.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2447
certgen_prompt_pack_v5/08_V5_REPRODUCIBILITY_ARTIFACT_AND_ANONYMITY_CAPSULE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2046
certgen_prompt_pack_v5/09_V5_EXECUTION_RUNBOOKS_AND_COMMAND_BUNDLES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1995
certgen_prompt_pack_v5/10_V5_RESULT_INJECTION_AND_CLAIM_TRACE_SYSTEM.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1997
certgen_prompt_pack_v5/11_V5_REVIEWER_SIMULATOR_AND_AUTHOR_RESPONSE_BANK.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1910
certgen_prompt_pack_v5/12_V5_CVPR_READINESS_SCORECARD_AND_KILL_LIST.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1841
certgen_prompt_pack_v5/13_V5_FINAL_AUDIT_AND_HANDOFF.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2580
certgen_prompt_pack_v5/14_ONE_SHOT_MEGAPROMPT_V5.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2761
certgen_prompt_pack_v5/15_PROMPT_PACK_V5_CHANGELOG.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,1275
certgen_prompt_pack_v5/CERTGEN_PROJECT_MASTER_CONTEXT_V5_ADDENDUM.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,2492
certgen_prompt_pack_v5/README_PROMPT_PACK_V5.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,true,false,4013
certgen_prompt_pack_v6/00_GLOBAL_RULES_STOP_INFRASTRUCTURE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2711
certgen_prompt_pack_v6/01_R0_TECHNICAL_CORRECTION_BETTING_CS_AND_BOUNDED_KERNELS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,3480
certgen_prompt_pack_v6/02_R1B_REFERENCE_MATERIALIZATION_AND_PACKAGE_GATE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2929
certgen_prompt_pack_v6/03_KAGGLE_T4X2_GENERATION_1K_PER_MODEL.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2708
certgen_prompt_pack_v6/04_CPU_VALIDATE_GENERATED_MANIFESTS_AND_BUILD_PACKAGE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,3050
certgen_prompt_pack_v6/05_KAGGLE_T4X2_FEATURE_EXTRACTION_INCEPTION_CLIP.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2100
certgen_prompt_pack_v6/06_CPU_METRIC_REPRODUCTION_AND_SANITY_GATES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1973
certgen_prompt_pack_v6/07_CPU_FIRST_CERTIFICATE_PILOT_AND_UNDECIDED_FRACTION.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2718
certgen_prompt_pack_v6/08_SCALE_TO_10K_AND_50K_IF_GATES_PASS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1911
certgen_prompt_pack_v6/09_MULTI_BENCHMARK_EXPANSION_PLAN.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1469
certgen_prompt_pack_v6/10_CVPR_RESULT_INJECTION_AND_PAPER_POLISH.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1923
certgen_prompt_pack_v6/11_FINAL_EXECUTION_AUDIT_AND_STOP_RULE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1860
certgen_prompt_pack_v6/12_ONE_SHOT_MEGA_PROMPT_ALL.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2284
certgen_prompt_pack_v6/13_CHANGELOG_AND_EXPECTED_FINAL_STATE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1353
certgen_prompt_pack_v6/README_MEGA_PROMPT_PACK_V6.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1924
certgen_prompt_pack_v7_dev_runs/00_GLOBAL_RULES_AND_OBJECTIVE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2711
certgen_prompt_pack_v7_dev_runs/01_LOCAL_DATA_ONRAMP_CIFAR_REFERENCE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2760
certgen_prompt_pack_v7_dev_runs/02_KAGGLE_BOOKRUN_GENERATION_ORCHESTRATOR.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,3045
certgen_prompt_pack_v7_dev_runs/03_KAGGLE_BOOKRUN_FEATURE_EXTRACTION_ORCHESTRATOR.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2855
certgen_prompt_pack_v7_dev_runs/04_CPU_OUTPUT_IMPORT_VALIDATE_RECOVER.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2632
certgen_prompt_pack_v7_dev_runs/05_RUN_LEDGER_AND_STAGE_DASHBOARD.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2290
certgen_prompt_pack_v7_dev_runs/06_MULTI_SCALE_1K_10K_50K_LANES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2514
certgen_prompt_pack_v7_dev_runs/07_FAILURE_RECOVERY_AND_CHECKPOINT_ADAPTERS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2076
certgen_prompt_pack_v7_dev_runs/08_METRIC_REPRODUCTION_EXTENSIONS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2173
certgen_prompt_pack_v7_dev_runs/09_CERTIFICATE_PILOT_EXPANSION_AND_SENSITIVITY.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2289
certgen_prompt_pack_v7_dev_runs/10_MULTI_BENCHMARK_CANDIDATE_ONRAMP.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2040
certgen_prompt_pack_v7_dev_runs/11_KAGGLE_DATASET_PACKAGING_AUTOMATION.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2046
certgen_prompt_pack_v7_dev_runs/12_NOTEBOOK_QUALITY_AND_IDEMPOTENCE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1859
certgen_prompt_pack_v7_dev_runs/13_PAPER_RESULT_GATE_AND_DRAFT_PLACEHOLDERS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2026
certgen_prompt_pack_v7_dev_runs/14_DEVOPS_CLEANUP_GIT_ARCHIVE_RELEASE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2039
certgen_prompt_pack_v7_dev_runs/15_FINAL_V7_AUDIT_AND_HANDOFF.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2754
certgen_prompt_pack_v7_dev_runs/16_ONE_SHOT_MEGA_PROMPT_V7.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2959
certgen_prompt_pack_v7_dev_runs/17_EXPECTED_FINAL_STATE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1772
certgen_prompt_pack_v7_dev_runs/README_PROMPT_PACK_V7.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2054
certgen_prompt_pack_v8_final_pre_execution/00_GLOBAL_RULES_FINAL_PRE_EXECUTION_STOP.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2153
certgen_prompt_pack_v8_final_pre_execution/01_CIFAR_REFERENCE_GOD_TIER_ONRAMP.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,3034
certgen_prompt_pack_v8_final_pre_execution/02_KAGGLE_T4X2_GENERATION_BOOKRUN_PLUS_INPUT_ZIPS.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2724
certgen_prompt_pack_v8_final_pre_execution/03_KAGGLE_T4X2_FEATURE_BOOKRUN_PLUS_ROLE_CACHES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2612
certgen_prompt_pack_v8_final_pre_execution/04_LOCAL_IMPORT_RECOVERY_AND_REPAIR.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2346
certgen_prompt_pack_v8_final_pre_execution/05_RUN_LEDGER_DASHBOARD_AND_EXACT_NEXT_ACTION.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1939
certgen_prompt_pack_v8_final_pre_execution/06_MULTI_SCALE_LANES_AND_BUDGET_GATES.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1885
certgen_prompt_pack_v8_final_pre_execution/07_CHECKPOINT_ADAPTER_REAL_LOAD_PREFLIGHT.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1898
certgen_prompt_pack_v8_final_pre_execution/08_METRIC_SANITY_REPRODUCTION_AND_NO_FAKE_REPRODUCTION.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2056
certgen_prompt_pack_v8_final_pre_execution/09_CERTIFICATE_PILOT_EXPANSION_SENSITIVITY_AND_STOP.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1995
certgen_prompt_pack_v8_final_pre_execution/10_MULTI_BENCHMARK_EXECUTION_READY_ONRAMP.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1754
certgen_prompt_pack_v8_final_pre_execution/11_KAGGLE_DATASET_UPLOAD_AUTOMATION_AND_SECRETS_SCAN.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1680
certgen_prompt_pack_v8_final_pre_execution/12_NOTEBOOK_IDEMPOTENCE_AND_DRYRUN_VALIDATOR.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1599
certgen_prompt_pack_v8_final_pre_execution/13_PAPER_FIREWALL_AND_RESULT_PLACEHOLDERS_ONLY.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1612
certgen_prompt_pack_v8_final_pre_execution/14_DEVOPS_SAFE_SNAPSHOT_AND_DIRTY_WORKTREE_TRIAGE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1634
certgen_prompt_pack_v8_final_pre_execution/15_FINAL_V8_AUDIT_AND_HANDOFF.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,2571
certgen_prompt_pack_v8_final_pre_execution/16_ONE_SHOT_MEGA_PROMPT_V8.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1815
certgen_prompt_pack_v8_final_pre_execution/17_EXPECTED_FINAL_STATE.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1285
certgen_prompt_pack_v8_final_pre_execution/README_PROMPT_PACK_V8.md,repository metadata or historical process artifact,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1864
commands/r0_cpu/00_validate_environment_cpu.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,913
commands/r0_cpu/01_validate_provenance.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,430
commands/r0_cpu/02_validate_feature_caches.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,816
commands/r0_cpu/03_reproduce_metric_from_features.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,408
commands/r0_cpu/04_run_clean_core_certificates_cpu.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,1531
commands/r0_cpu/05_run_optional_stopping_lab_cpu.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,348
commands/r0_cpu/06_generate_pilot_report_cpu.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,917
commands/r0_cpu/07_run_r0_audit_cpu.sh,execution wrapper,legacy,source,NOT_EVIDENCE,false,retain_in_worktree_archive_from_public_release,false,false,266
