path,git_mode,object_type,git_object_hash,size_bytes,baseline_commit,immutable_legacy,claim_allowed
commands/r0_cpu/00_validate_environment_cpu.sh,100755,blob,a4538b5d1d1ba83a6e385fe7c0e1eb0697d23c70,913,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/01_validate_provenance.sh,100755,blob,c48de3397a156942e64f8c1b6c9fb6ba0402ed8e,430,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/02_validate_feature_caches.sh,100755,blob,2dc2cdf3f2ac33c2981a17e7b967804005c5737b,816,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/03_reproduce_metric_from_features.sh,100755,blob,260469d041bfc2c8be4747135791a9c2f8f4e617,408,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/04_run_clean_core_certificates_cpu.sh,100755,blob,56a7dfb135316ac54f7c8743d7e639612cf98c83,1531,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/05_run_optional_stopping_lab_cpu.sh,100755,blob,cc24cd2211a7291d8bd1e2cc1bbf18fa6e1da6ae,348,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/06_generate_pilot_report_cpu.sh,100755,blob,567a726fd10cd911c73caa0b0b416fdfde0b936a,917,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r0_cpu/07_run_r0_audit_cpu.sh,100755,blob,bdea82d9440c9dc4b6084abaedcec1943b5fc794,266,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1b_cpu/00_materialize_cifar10_reference_from_local_root.sh,100755,blob,dade2a82e59ec877c5f4a0a93b4da2148fd8dd77,602,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1b_cpu/00b_materialize_cifar10_reference_from_official_archive.sh,100755,blob,1175a2fae2eb85378f26758fdcd453ad87c5617a,632,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1b_cpu/00c_validate_reference_manifest.sh,100755,blob,f3b02b67ab149d60f1e6a8d88d37ca8ee9a25700,625,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1b_cpu/01_validate_generated_manifests.sh,100755,blob,8178cb857013ee24793fa96eb4bb83585b9a9209,631,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1b_cpu/02_build_feature_extraction_package.sh,100755,blob,f3b02b67ab149d60f1e6a8d88d37ca8ee9a25700,625,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1b_kaggle_generation/00_generate_1000_per_model_t4x2.sh,100755,blob,fc49c48ac277618ca90a277ce7e135b8b5ae6496,1897,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1c_kaggle_feature_extraction/00_extract_inception_clip_t4x2.sh,100755,blob,1686582468ba77938b8e04a2fe696be45bb8726e,3820,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1d_cpu/00_validate_feature_caches.sh,100755,blob,497bb91353560272bfc36f978ef63a132d3f8069,229,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1d_cpu/01_run_metric_sanity_gates.sh,100755,blob,497bb91353560272bfc36f978ef63a132d3f8069,229,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r1e_cpu/00_run_first_certificate_pilot.sh,100755,blob,8659248c6e120f51fd358ef156896a7e39c57225,318,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_cpu/00_validate_10k_package.sh,100755,blob,6f8553aead146aadce8bebcc8c950109855b4e30,160,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_cpu/01_run_10k_certificates.sh,100755,blob,6f8553aead146aadce8bebcc8c950109855b4e30,160,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_cpu/02_validate_50k_package.sh,100755,blob,6f8553aead146aadce8bebcc8c950109855b4e30,160,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_cpu/03_run_50k_certificates.sh,100755,blob,6f8553aead146aadce8bebcc8c950109855b4e30,160,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_kaggle_feature_extraction/00_extract_10k_inception_clip_t4x2.sh,100755,blob,19ab62aac1d372b3039cc8761410eb9ef82e78f9,493,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_kaggle_feature_extraction/01_extract_50k_inception_clip_t4x2.sh,100755,blob,d7a6c440677a91f0c11dd92bfa19bc1e37f94c31,489,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_kaggle_generation/00_generate_10000_per_model_t4x2.sh,100755,blob,5294a89ad6284bb736129619bbbfdb877f1ae8c3,1547,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/r2_kaggle_generation/01_generate_50000_per_model_t4x2.sh,100755,blob,64ec35fb21579a8d0f4f949aa1fecc35dc900a1e,409,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/00_validate_state.sh,100755,blob,c88bde9aac60b69451d9955daab14772c6c03b2e,221,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/01_validate_provenance_ledger.sh,100755,blob,a8406452572d9366933ac0239e9d7bc14a586d44,375,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/02_validate_or_materialize_feature_caches.sh,100755,blob,144e6fe8ebe82a9f8cfc9d8ac6daac7d2f138e31,457,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/03_reproduce_metric_point_estimate.sh,100755,blob,860238fd6389a1feb11e0dc5a981d59211fe44ad,357,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/04_run_first_clean_core_pilot_nonclaim.sh,100755,blob,2e12737d98ebfe91acbb27ee5c823c4f8d4d6329,405,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/05_render_pilot_report_card_nonclaim.sh,100755,blob,2ceba5147a6331441191da3edd6a35b8e38576b2,293,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v5/06_v5_final_audit.sh,100755,blob,7cf5e9d62a2c6ea3a1b5dbad865675cfec586fc0,212,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/00_check_local_prereqs.sh,100755,blob,a3ad11ef76622f0879410a8b3003da5b87a009cd,456,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/01_materialize_reference_from_local_root.sh,100755,blob,4dd1ec7e47b041d94ec333c75232264d9e15b827,240,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/01b_materialize_reference_from_official_archive.sh,100755,blob,da662eb4f47c0fb284c8333ba6dbb2eead18658a,293,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/02_validate_reference_manifest.sh,100755,blob,8a9e333d0fd270e725a8d468e4ac278855753b44,449,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/03_create_kaggle_generation_input_zip.sh,100755,blob,ba398691f4aec369b2a8fc9d59d32db5a73969d4,637,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/04_validate_copied_back_generation_outputs.sh,100755,blob,686dd19de49690479d7875108548478cea154ab1,678,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/05_build_feature_extraction_sample_package.sh,100755,blob,2d0b0bd777eebc281343f688b1e8049ce18a09d9,160,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/06_create_kaggle_feature_extraction_input_zip.sh,100755,blob,dbf8c2b986d5322d81010f5d8cedf636b640be7a,1018,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/07_validate_copied_back_feature_caches.sh,100755,blob,9832df375c836a200a4699464a5916132cd805bd,464,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/08_split_feature_caches_by_role.sh,100755,blob,e8b99ec0446780f20e71267be1e637b1e089cea6,980,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/09_run_metric_reproduction_and_sanity_gates.sh,100755,blob,3ef862856aed965d8779ab6cdb55c1e16a22b211,227,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/10_run_first_certificate_pilot_if_ready.sh,100755,blob,3230325ea1cfe5ed4e4d34d71ba30d3fcf51932d,316,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v6_cpu_execution/11_run_final_execution_audit.sh,100755,blob,8c3fbe2891e36a5ae2077b0a6ba3a5d8cdcb1641,246,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/01_auto_materialize_cifar_reference.sh,100755,blob,b200c79a2907b7b6cd4344507c74f23298389b8d,340,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/02_create_generation_bookrun_zip.sh,100755,blob,39ad70a6f90ec5c96cb703fe643ba3d7ad81eb04,279,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/03_create_feature_bookrun_zip.sh,100755,blob,ea9cf5fcaa2a48f69fcd142d1493ea9086344227,272,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/04_import_generation_output_zip.sh,100755,blob,1a9a3b8afbaad07e87fa23ef23e79c365bacf1c0,274,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/05_import_feature_output_zip.sh,100755,blob,e5a7e7908261f8d0f959c1adf5b7eeb1ad00bf66,266,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/06_render_execution_dashboard.sh,100755,blob,ec61eab0f61603c662967b1cfbb4e610627523a4,213,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/07_prepare_10k_generation_zip_if_1k_passed.sh,100755,blob,99e718b73986a20b1abecf7452d1e51ceaa38f27,352,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/08_prepare_50k_generation_zip_if_10k_passed.sh,100755,blob,40938a1e6cec18721e02354aa54695333ff323db,342,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/09_prepare_kaggle_generation_dataset_folder.sh,100755,blob,48014948864d7a183d933b6d4c73b8319467dfed,270,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/10_prepare_kaggle_feature_dataset_folder.sh,100755,blob,c32bec40e8e099ebe74da9873784f4e671975ca1,263,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/11_repo_health_snapshot.sh,100755,blob,160e3d5368c97b9f397e0ac3b78600a5a7b24b73,103,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v7_cpu_execution/12_archive_prompt_packs_and_old_reports.sh,100755,blob,4d2a7f164337ad98a79fc4bbc63a778b4120b776,117,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v8_cpu_execution/02_prepare_generation_bookrun_zip.sh,100755,blob,11f41cea2dfbca0c17a5f3b333495a1371a26150,106,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v8_cpu_execution/03_prepare_feature_bookrun_zip.sh,100755,blob,62351cc0f7dd014a592dd450e2d2774a5aa5448d,103,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v8_cpu_execution/05_import_generation_zip_repair.sh,100755,blob,dabcbe7ff9b69abd1426d62187f8f1d8cb5e556f,193,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v8_cpu_execution/06_import_feature_zip_repair.sh,100755,blob,be4ebd322c3ad3bf29890e3c9ba59d2787742c77,188,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v9_cpu_execution/01_cifar_reference_super_onramp.sh,100755,blob,9d497897927137c46757ffa83b39d18bd0a28e9d,413,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v9_cpu_execution/02_import_checkpoint_preflight_zip.sh,100755,blob,31c4b35475133d705701ea6c959d404ee89b76c3,503,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v9_cpu_execution/03_import_generation_zip_v9.sh,100755,blob,0d29339d862ab1bec29ae9472705a0e010c41c27,500,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v9_cpu_execution/04_import_feature_zip_v9.sh,100755,blob,856bce38132ced74ed8656e08b5b7a89b5e2b9c8,485,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v9_cpu_execution/05_print_exact_next_action.sh,100755,blob,518bbea1d249d7333db4f4eb09224f29c2596f9a,247,64175fc355175ff316d0213c811d543865d119d2,False,False
commands/v9_cpu_execution/06_repo_snapshot_status.sh,100755,blob,afafd8e5012d0b4ceb26b088cd1cb9b279acafae,2098,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/certgen_r0_cpu_first.yaml,100644,blob,03ae57453aef46f6df11e414e9a08e64dbb036ef,998,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/certgen_v1_smoke.yaml,100644,blob,484ff4a84f3c56b84a655261418151a6fe54b26b,194,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/cvpr/ablations.yaml,100644,blob,a1f52d2d36ac43d3ad71ca89cf31c6a50129e946,519,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/certgen_cvpr_preregistration_template.yaml,100644,blob,96be2b45b425734c00e76d0ce931017fc76ae086,2125,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/cross_feature_policy.json,100644,blob,3e8d4782bfa41e01ca38c0c4c3da11fe057c2526,805,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/evaluation_baselines.yaml,100644,blob,5ca71cf7039b7e788ae407f2a91921216cd489fc,228,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/execution_matrix.yaml,100644,blob,c834dab3af99b2c44192faae4ab16cca24c336c6,23078,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/figure_contracts.yaml,100644,blob,f6bf142378517fdcbc134995775a79a3c0c0560f,3286,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/metric_reproduction_gate_template.yaml,100644,blob,1163dcdee25a61e5efcdf4186423169e2b016788,1209,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/notebooks/checkpoint_preflight_template.yaml,100644,blob,70bc4bb5637f466fabab56e612d7b62eae10a1f1,2387,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/notebooks/feature_extraction_template.yaml,100644,blob,204550233d704100ac40da56466b0e02781fcbef,3834,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/notebooks/generation_template.yaml,100644,blob,7d21bad6a8efcacb0356afcfb0e90393fd2031ed,2236,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/profiles/cifar_full_candidate.yaml,100644,blob,10d31d2bf3431dc6387532897ccf8c4a712b2347,1004,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/profiles/cifar_integrity_minimal.yaml,100644,blob,36f9c533d04d0f36b11c9fefd8fbd18dc3380385,872,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/profiles/cifar_integrity_modern.yaml,100644,blob,dbab6b745b1dd3c6616179bb02ad2177d1a1ae94,939,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/runtime_plan_template.yaml,100644,blob,bdb2ed8b6e411d9b6336a9604e9f446ec42ee3a3,1053,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/sanity_gates_template.yaml,100644,blob,39ae9ade31bdd6553e5d1bf5179b681f65fde32a,3285,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/cvpr/statistical_baselines.yaml,100644,blob,1cd987cb3bc3cddd1276d283b94de44b4cbdcba7,249,64175fc355175ff316d0213c811d543865d119d2,True,False
configs/first_pilot_v3.yaml,100644,blob,1293ef72a799d5b0d9afd0e3a17c4b61f6030d81,334,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/metric_reproduction_v3_smoke.yaml,100644,blob,97537e5919a9894159dd34565258b383289aa285,417,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/metric_reproduction_v4_smoke.json,100644,blob,1ef95d7a28c096d452c6bbf6d1313f73eb0388a5,529,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/optional_stopping_lab_v3.yaml,100644,blob,d051ccea5c7991fcf0fc63a435813dc527ec099b,50,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/preprocessing_locks/cifar10_inception_bilinear_299.json,100644,blob,7ba50543639acfacdc8a5523df4b7d033a859fc4,537,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/preprocessing_locks/v4_smoke_inception_lock.json,100644,blob,eacf4167fd6f26f36d38dc70af9a31ac87b8ab7c,559,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/r0_cpu/cifar10_metric_reproduction.yaml,100644,blob,62cecc5eaf695a974e38673af516714a2cbd95ff,451,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/v4_batch_certificates_smoke.json,100644,blob,5aa747315105c01ee1622680c6d46564e9cb8c24,879,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/v4_dependence_smoke.json,100644,blob,5aa747315105c01ee1622680c6d46564e9cb8c24,879,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/v7_scale_lanes/cifar10_10k.yaml,100644,blob,ab463279f92dcd03dd90bfb9f5eebed9234148c9,119,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/v7_scale_lanes/cifar10_1k.yaml,100644,blob,3922dcd256b7d1f7b1526b8a92ee1f3fa9dc291c,119,64175fc355175ff316d0213c811d543865d119d2,False,False
configs/v7_scale_lanes/cifar10_50k.yaml,100644,blob,f370c2b72ea9a1e9473374492bf85966e88e5736,119,64175fc355175ff316d0213c811d543865d119d2,False,False
data/artifact_registry.jsonl,100644,blob,02d71da0c9669cf8f4ba2764a76f36424dc26d53,3310,64175fc355175ff316d0213c811d543865d119d2,False,False
data/contracts/analysis_plan_lock_v5.json,100644,blob,37ef06d799a22a96e5c29f67c603a42ae836ef30,1519,64175fc355175ff316d0213c811d543865d119d2,False,False
data/contracts/claim_contract_v5.json,100644,blob,cd50b3965b54884d9e621ad675d3f9fafebefa8a,3625,64175fc355175ff316d0213c811d543865d119d2,False,False
data/contracts/proof_obligations_v5.json,100644,blob,c74eacedb9d790f12391974adc3ae222bcfd1ab2,2900,64175fc355175ff316d0213c811d543865d119d2,False,False
data/contracts/result_contracts_v5.json,100644,blob,cf37559e7d0ae1d72e096386bda5b1289344a2e6,8479,64175fc355175ff316d0213c811d543865d119d2,False,False
data/contracts/result_injection_contract_v5.json,100644,blob,6397933e4f60e9630c95d138e15945b46294aebf,827,64175fc355175ff316d0213c811d543865d119d2,False,False
data/kaggle_uploads/certgen-features/README.md,100644,blob,9d0dab65aa7f10b066d7da7ee3631df4acca0268,81,64175fc355175ff316d0213c811d543865d119d2,False,False
data/kaggle_uploads/certgen-features/checksums.sha256,100644,blob,3f574e50187e22f8bd15bf81152adbbdc264bdde,76,64175fc355175ff316d0213c811d543865d119d2,False,False
data/kaggle_uploads/certgen-features/manifest.json,100644,blob,289932498f9fa49659ca34a69122491a841bea22,292,64175fc355175ff316d0213c811d543865d119d2,False,False
data/kaggle_uploads/certgen-generation/README.md,100644,blob,7cc374e36282394a7002e5c98b9ec64081cf7ccb,83,64175fc355175ff316d0213c811d543865d119d2,False,False
data/kaggle_uploads/certgen-generation/checksums.sha256,100644,blob,d2e3e4a65aa6b0e326f950bf67a5572f6e375e94,76,64175fc355175ff316d0213c811d543865d119d2,False,False
data/kaggle_uploads/certgen-generation/manifest.json,100644,blob,ed89b3422208898446ce8f9a8bf4e0075dcdc50f,294,64175fc355175ff316d0213c811d543865d119d2,False,False
data/results/analysis_plan_lock_hash_v5.txt,100644,blob,9a448ff08b0bbb8aef91a6162b4a19bd85f7c1e4,65,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/certificate_replay.json,100644,blob,c72bf0b88b713f43994b69c609998edf632d24bf,381,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/certificate_replay.replayed_certificate.json,100644,blob,c9b16e7491697ffd659b2c8e8207ef5458bb1b3c,2648,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/cvpr_paper_firewall.json,100644,blob,ef083c0f1338471c5ed122f186ac1bf2b6ce03e2,2412,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/cvpr_readiness_scorecard_v5.json,100644,blob,bc463aeff2bb6dce5bea3971ea4e91d978a5620c,1173,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/cvpr_reference_materialization.json,100644,blob,9eef7c552ad18405eb3312411c25eba6494d6a8e,1048,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/feature_extraction_plan.json,100644,blob,94b79b23596015204847ed96518590e5fd4de704,561,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/final_execution_audit.json,100644,blob,8b3989e68f4e25bec6f82c0ecf1904162a364d1b,1467,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/first_pilot_v3/certificates/smoke_a_vs_b_kid_polynomial.json,100644,blob,cc5782eebbe86650659664667aa613c54f2a7759,1910,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/first_pilot_v3/certificates/smoke_a_vs_b_mmd_rbf.json,100644,blob,c9b16e7491697ffd659b2c8e8207ef5458bb1b3c,2648,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/first_pilot_v3/summary.json,100644,blob,b0bcf6abc108c4b79c0c07526de3646a242a716e,739,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/metric_reproduction_audit.json,100644,blob,f1e76a2642f3439f41673aa6b72513739024e17b,724,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/optional_stopping_lab_v3.json,100644,blob,f64848c93032aa08880c62a762352354d4efcee2,4694,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/provenance_ledger_validation.json,100644,blob,0a5ba2248ad8da0495bf6e8f0efe2c695fe19c3c,368,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r0_cpu/provenance_validation.json,100644,blob,018715ff46b549f063a119aa450dfc09adb376bb,621,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r0_cpu_gpu_audit.json,100644,blob,16b59af6b9407bb7eb6d323f64227385747b9eee,4040,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r0_technical_correction_audit.json,100644,blob,bec5c9b04c8b87f66cbc6a06679568f78e7c0b4a,5796,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1_cifar10_status.json,100644,blob,38c4d399b4a452c00082c657bc13bfb4bf3c70f3,15487,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1_cpu_validation.json,100644,blob,e2f1ba043a109d3a41850f1d843380d47596f11e,4300,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1_optional_stopping_lab.json,100644,blob,6684b24a582bf08a376fec60ea038ccdd7575226,8350,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1_source_selection_status.json,100644,blob,63cb2466ed23550ae367444bc9cbdd958abc1b6c,3955,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1a_sample_materialization_audit.json,100644,blob,b37899288e65d0b45c102cd53911b5750cf0d675,2874,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1b_cifar10_reference_summary.json,100644,blob,f3d18d3bfdd956bcedb1afe7d0a6826dce566f5d,558,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1b_feature_extraction_package_summary.json,100644,blob,e83752f4f2d3a43d509e49902dc77f71f5af4ab5,463,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1b_generated_manifest_summary.json,100644,blob,b6cfa8387dd50084335fe73437278a2e1367ef5e,431,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1b_generation_package_audit.json,100644,blob,57eb786e90c91915f9fa0bd82c7580e42aded59b,1806,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1c_feature_extraction_status.json,100644,blob,ec3760a0c99bea120bafa3e6fdf1092a84ee2a4c,813,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1d_metric_reproduction.json,100644,blob,f23011b3f863b4c0060aa61bd18320ff21697fd7,2880,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1e_first_pilot_audit.json,100644,blob,43de5a6483228a25c7bc8425c37c4263525dfda7,1296,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r1e_undecided_fraction.json,100644,blob,4bcc0d4d38fbe5d8a21d4b1f03226fa5ed1b896e,806,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r2_scale_go_nogo.json,100644,blob,98b7bbe0040ec3c10e725c6d044c6e31bdd7748e,331,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r3_multibench_availability.json,100644,blob,f611236c9fc8d6eac743556a9a8eea13079040f4,273,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/r4_result_eligibility.json,100644,blob,708b0a330032f799c67a4dc5a43b2e4702594343,283,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v1_final_audit.json,100644,blob,89464e9d4987da7a2127c2ce548443075f1b03ac,2097,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v2_final_audit.json,100644,blob,fa9ff5a53a9dde3e74193b5238b1492caac1f697,2022,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v2_first_pilot_plan.json,100644,blob,1647316455256407c57aa39ff78bb2e5995f946a,1074,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v2_optional_stopping_lab/summary.json,100644,blob,f896303bd6743f6ce50c1e933fb147d637d3c4ad,2883,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v3_availability_table.json,100644,blob,dc11ab9fd35290b229bd2ecbe3b9d8de72a3cb2d,354,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v3_final_audit.json,100644,blob,dc058fc8c13af84570249c3fecffe9cef1b8c622,3443,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v3_intake_audit.json,100644,blob,c4b7805ffc359269aa65d4129c73f3782b6164b2,2272,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v3_registry_validation.json,100644,blob,0f1ebdfd6aeb9ae328246ff099795aa8c905489d,244,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/batch_certificates.json,100644,blob,7b1ac1f95c1b66f34cf70fae06cc33daaf522037,1569,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/certificates/v4_smoke_a_close_vs_b_far_kid_polynomial.json,100644,blob,155a6ce5c1be8d4440b83e5718ed7ff1d2b388e6,1918,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/certificates/v4_smoke_a_close_vs_b_far_mmd_rbf.json,100644,blob,8ecf2330b4183132f642fa492d0466a22e40760a,2695,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/certificates/v4_smoke_equal_models_kid_polynomial.json,100644,blob,6528950ef9634f69bc4e1f1c503488865a15e2f9,1918,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/certificates/v4_smoke_equal_models_mmd_rbf.json,100644,blob,9eee1d8b93154478a3e1a5a4d2a594050fa96640,2694,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/decidedness_audit.csv,100644,blob,e44531140887684c70f667e80759c5735f44a0af,717,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/decidedness_audit.json,100644,blob,b66da432b23d9b90803193a77cec53be9f160f40,1444,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/first_real_pilot/summary.json,100644,blob,7caeab5dabb3417d9c6ffd7cf9c284ed25369bb5,366,64175fc355175ff316d0213c811d543865d119d2,True,False
data/results/v4/paper_artifacts/paper_artifacts_spec.json,100644,blob,d4ef6d37c5a1bd30db2499179d1509cf40220119,2091,64175fc355175ff316d0213c811d543865d119d2,True,False
